prolificId,type,measure,value
5e152c33814bbab3e0eb7371,demographics,student,No
5e152c33814bbab3e0eb7371,results,averageAccuracy,0.653722150865008
5efbce484cee781856fc95ef,feedback,How helpful is the “individual selection” of points feature?,2
5efbce484cee781856fc95ef,feedback,How helpful is the rectangle selection feature?,1
5efbce484cee781856fc95ef,feedback,How helpful is the paintbrush feature?,5
5efbce484cee781856fc95ef,feedback,How easy was the prediction interface to use?,5
5efbce484cee781856fc95ef,feedback,How accurate did you find the predictions?,5
5efbce484cee781856fc95ef,feedback,How helpful did you find the predictions?,5
5efbce484cee781856fc95ef,feedback,Do you prefer user-driven or computer supported selections?,5
5efbce484cee781856fc95ef,feedback,How experienced are you with scatterplots?,3
5efbce484cee781856fc95ef,feedback,How experienced are you with statistics?,3
5efbce484cee781856fc95ef,demographics,birthCountry,United Kingdom
5efbce484cee781856fc95ef,demographics,employment,Unemployed (and job seeking)
5efbce484cee781856fc95ef,demographics,nationality,United Kingdom
5efbce484cee781856fc95ef,demographics,sex,Male
5efbce484cee781856fc95ef,demographics,student,Yes
5efbce484cee781856fc95ef,results,averageAccuracy,0.8921995464852609
5f3b08c306616c805cd82c15,feedback,How helpful is the “individual selection” of points feature?,4
5f3b08c306616c805cd82c15,feedback,How helpful is the rectangle selection feature?,2
5f3b08c306616c805cd82c15,feedback,How helpful is the paintbrush feature?,5
5f3b08c306616c805cd82c15,feedback,How easy was the prediction interface to use?,5
5f3b08c306616c805cd82c15,feedback,How accurate did you find the predictions?,4
5f3b08c306616c805cd82c15,feedback,How helpful did you find the predictions?,5
5f3b08c306616c805cd82c15,feedback,Do you prefer user-driven or computer supported selections?,4
5f3b08c306616c805cd82c15,feedback,How experienced are you with scatterplots?,3
5f3b08c306616c805cd82c15,feedback,How experienced are you with statistics?,4
5f3b08c306616c805cd82c15,demographics,birthCountry,Canada
5f3b08c306616c805cd82c15,demographics,employment,Full-Time
5f3b08c306616c805cd82c15,demographics,nationality,Canada
5f3b08c306616c805cd82c15,demographics,sex,Female
5f3b08c306616c805cd82c15,demographics,student,No
5f3b08c306616c805cd82c15,results,averageAccuracy,0.8228741496598638
5ec16abbf5c56c58681d6ca4,feedback,How helpful is the “individual selection” of points feature?,4
5ec16abbf5c56c58681d6ca4,feedback,How helpful is the rectangle selection feature?,4
5ec16abbf5c56c58681d6ca4,feedback,How helpful is the paintbrush feature?,5
5ec16abbf5c56c58681d6ca4,feedback,How easy was the prediction interface to use?,4
5ec16abbf5c56c58681d6ca4,feedback,How accurate did you find the predictions?,3
5ec16abbf5c56c58681d6ca4,feedback,How helpful did you find the predictions?,4
5ec16abbf5c56c58681d6ca4,feedback,Do you prefer user-driven or computer supported selections?,4
5ec16abbf5c56c58681d6ca4,feedback,How experienced are you with scatterplots?,2
5ec16abbf5c56c58681d6ca4,feedback,How experienced are you with statistics?,3
5ec16abbf5c56c58681d6ca4,demographics,birthCountry,Portugal
5ec16abbf5c56c58681d6ca4,demographics,employment,Other
5ec16abbf5c56c58681d6ca4,demographics,nationality,Portugal
5ec16abbf5c56c58681d6ca4,demographics,sex,Male
5ec16abbf5c56c58681d6ca4,demographics,student,Yes
5ec16abbf5c56c58681d6ca4,results,averageAccuracy,0.4526967340544318
5f1d9d1542e7b06dda09a881,feedback,How helpful is the “individual selection” of points feature?,3
5f1d9d1542e7b06dda09a881,feedback,How helpful is the rectangle selection feature?,4
5f1d9d1542e7b06dda09a881,feedback,How helpful is the paintbrush feature?,3
5f1d9d1542e7b06dda09a881,feedback,How easy was the prediction interface to use?,5
5f1d9d1542e7b06dda09a881,feedback,How accurate did you find the predictions?,5
5f1d9d1542e7b06dda09a881,feedback,How helpful did you find the predictions?,5
5f1d9d1542e7b06dda09a881,feedback,Do you prefer user-driven or computer supported selections?,3
5f1d9d1542e7b06dda09a881,feedback,How experienced are you with scatterplots?,2
5f1d9d1542e7b06dda09a881,feedback,How experienced are you with statistics?,3
5f1d9d1542e7b06dda09a881,demographics,birthCountry,Poland
5f1d9d1542e7b06dda09a881,demographics,employment,Unemployed (and job seeking)
5f1d9d1542e7b06dda09a881,demographics,nationality,Poland
5f1d9d1542e7b06dda09a881,demographics,sex,Male
5f1d9d1542e7b06dda09a881,demographics,student,No
5f1d9d1542e7b06dda09a881,results,averageAccuracy,0.6503148182349863
5e68347e77dd010ea608ee57,feedback,How helpful is the “individual selection” of points feature?,3
5e68347e77dd010ea608ee57,feedback,How helpful is the rectangle selection feature?,1
5e68347e77dd010ea608ee57,feedback,How helpful is the paintbrush feature?,5
5e68347e77dd010ea608ee57,feedback,How easy was the prediction interface to use?,5
5e68347e77dd010ea608ee57,feedback,How accurate did you find the predictions?,4
5e68347e77dd010ea608ee57,feedback,How helpful did you find the predictions?,3
5e68347e77dd010ea608ee57,feedback,Do you prefer user-driven or computer supported selections?,4
5e68347e77dd010ea608ee57,feedback,How experienced are you with scatterplots?,1
5e68347e77dd010ea608ee57,feedback,How experienced are you with statistics?,3
5e68347e77dd010ea608ee57,demographics,birthCountry,Portugal
5e68347e77dd010ea608ee57,demographics,employment,Other
5e68347e77dd010ea608ee57,demographics,nationality,Portugal
5e68347e77dd010ea608ee57,demographics,sex,Male
5e68347e77dd010ea608ee57,demographics,student,Yes
5e68347e77dd010ea608ee57,results,averageAccuracy,0.7728628117913833
5e83a70264ef720de1e5e694,feedback,How helpful is the “individual selection” of points feature?,5
5e83a70264ef720de1e5e694,feedback,How helpful is the rectangle selection feature?,1
5e83a70264ef720de1e5e694,feedback,How helpful is the paintbrush feature?,5
5e83a70264ef720de1e5e694,feedback,How easy was the prediction interface to use?,3
5e83a70264ef720de1e5e694,feedback,How accurate did you find the predictions?,4
5e83a70264ef720de1e5e694,feedback,How helpful did you find the predictions?,4
5e83a70264ef720de1e5e694,feedback,Do you prefer user-driven or computer supported selections?,2
5e83a70264ef720de1e5e694,feedback,How experienced are you with scatterplots?,4
5e83a70264ef720de1e5e694,feedback,How experienced are you with statistics?,4
5e83a70264ef720de1e5e694,demographics,birthCountry,United States
5e83a70264ef720de1e5e694,demographics,employment,Full-Time
5e83a70264ef720de1e5e694,demographics,nationality,United States
5e83a70264ef720de1e5e694,demographics,sex,Female
5e83a70264ef720de1e5e694,demographics,student,No
5e83a70264ef720de1e5e694,results,averageAccuracy,0.6174581114497082
5ea93037fbc1bf0009ed3564,feedback,How helpful is the “individual selection” of points feature?,3
5ea93037fbc1bf0009ed3564,feedback,How helpful is the rectangle selection feature?,5
5ea93037fbc1bf0009ed3564,feedback,How helpful is the paintbrush feature?,2
5ea93037fbc1bf0009ed3564,feedback,How easy was the prediction interface to use?,5
5ea93037fbc1bf0009ed3564,feedback,How accurate did you find the predictions?,4
5ea93037fbc1bf0009ed3564,feedback,How helpful did you find the predictions?,4
5ea93037fbc1bf0009ed3564,feedback,Do you prefer user-driven or computer supported selections?,2
5ea93037fbc1bf0009ed3564,feedback,How experienced are you with scatterplots?,4
5ea93037fbc1bf0009ed3564,feedback,How experienced are you with statistics?,4
5ea93037fbc1bf0009ed3564,demographics,birthCountry,Kenya
5ea93037fbc1bf0009ed3564,demographics,employment,Part-Time
5ea93037fbc1bf0009ed3564,demographics,nationality,Kenya
5ea93037fbc1bf0009ed3564,demographics,sex,Male
5ea93037fbc1bf0009ed3564,demographics,student,Yes
5ea93037fbc1bf0009ed3564,results,averageAccuracy,0.8338355342136855
59dbb88b0fb3a90001bd90b0,feedback,How helpful is the “individual selection” of points feature?,2
59dbb88b0fb3a90001bd90b0,feedback,How helpful is the rectangle selection feature?,3
59dbb88b0fb3a90001bd90b0,feedback,How helpful is the paintbrush feature?,5
59dbb88b0fb3a90001bd90b0,feedback,How easy was the prediction interface to use?,5
59dbb88b0fb3a90001bd90b0,feedback,How accurate did you find the predictions?,3
59dbb88b0fb3a90001bd90b0,feedback,How helpful did you find the predictions?,3
59dbb88b0fb3a90001bd90b0,feedback,Do you prefer user-driven or computer supported selections?,2
59dbb88b0fb3a90001bd90b0,feedback,How experienced are you with scatterplots?,2
59dbb88b0fb3a90001bd90b0,feedback,How experienced are you with statistics?,2
59dbb88b0fb3a90001bd90b0,demographics,birthCountry,United Kingdom
59dbb88b0fb3a90001bd90b0,demographics,employment,Part-Time
59dbb88b0fb3a90001bd90b0,demographics,nationality,United Kingdom
59dbb88b0fb3a90001bd90b0,demographics,sex,Female
59dbb88b0fb3a90001bd90b0,demographics,student,No
59dbb88b0fb3a90001bd90b0,results,averageAccuracy,0.903451072736787
5eb5d959ab41e14c0af4bc5c,feedback,How helpful is the “individual selection” of points feature?,3
5eb5d959ab41e14c0af4bc5c,feedback,How helpful is the rectangle selection feature?,4
5eb5d959ab41e14c0af4bc5c,feedback,How helpful is the paintbrush feature?,5
5eb5d959ab41e14c0af4bc5c,feedback,How easy was the prediction interface to use?,5
5eb5d959ab41e14c0af4bc5c,feedback,How accurate did you find the predictions?,4
5eb5d959ab41e14c0af4bc5c,feedback,How helpful did you find the predictions?,5
5eb5d959ab41e14c0af4bc5c,feedback,Do you prefer user-driven or computer supported selections?,5
5eb5d959ab41e14c0af4bc5c,feedback,How experienced are you with scatterplots?,4
5eb5d959ab41e14c0af4bc5c,feedback,How experienced are you with statistics?,4
5eb5d959ab41e14c0af4bc5c,demographics,birthCountry,United States
5eb5d959ab41e14c0af4bc5c,demographics,employment,Unemployed (and job seeking)
5eb5d959ab41e14c0af4bc5c,demographics,nationality,United States
5eb5d959ab41e14c0af4bc5c,demographics,sex,Male
5eb5d959ab41e14c0af4bc5c,demographics,student,No
5eb5d959ab41e14c0af4bc5c,results,averageAccuracy,0.5072981756805286
5f4faaa78d88ed0955209226,feedback,How helpful is the “individual selection” of points feature?,4
5f4faaa78d88ed0955209226,feedback,How helpful is the rectangle selection feature?,3
5f4faaa78d88ed0955209226,feedback,How helpful is the paintbrush feature?,5
5f4faaa78d88ed0955209226,feedback,How easy was the prediction interface to use?,5
5f4faaa78d88ed0955209226,feedback,How accurate did you find the predictions?,4
5f4faaa78d88ed0955209226,feedback,How helpful did you find the predictions?,4
5f4faaa78d88ed0955209226,feedback,Do you prefer user-driven or computer supported selections?,5
5f4faaa78d88ed0955209226,feedback,How experienced are you with scatterplots?,4
5f4faaa78d88ed0955209226,feedback,How experienced are you with statistics?,4
5f4faaa78d88ed0955209226,demographics,birthCountry,United Kingdom
5f4faaa78d88ed0955209226,demographics,employment,Due to start a new job within the next month
5f4faaa78d88ed0955209226,demographics,nationality,United Kingdom
5f4faaa78d88ed0955209226,demographics,sex,Male
5f4faaa78d88ed0955209226,demographics,student,Yes
5f4faaa78d88ed0955209226,results,averageAccuracy,0.8582810047095762
5c5cad3e4ee81200018eafe2,feedback,How helpful is the “individual selection” of points feature?,3
5c5cad3e4ee81200018eafe2,feedback,How helpful is the rectangle selection feature?,3
5c5cad3e4ee81200018eafe2,feedback,How helpful is the paintbrush feature?,2
5c5cad3e4ee81200018eafe2,feedback,How easy was the prediction interface to use?,4
5c5cad3e4ee81200018eafe2,feedback,How accurate did you find the predictions?,3
5c5cad3e4ee81200018eafe2,feedback,How helpful did you find the predictions?,4
5c5cad3e4ee81200018eafe2,feedback,Do you prefer user-driven or computer supported selections?,1
5c5cad3e4ee81200018eafe2,feedback,How experienced are you with scatterplots?,2
5c5cad3e4ee81200018eafe2,feedback,How experienced are you with statistics?,2
5c5cad3e4ee81200018eafe2,demographics,birthCountry,United Kingdom
5c5cad3e4ee81200018eafe2,demographics,employment,Part-Time
5c5cad3e4ee81200018eafe2,demographics,nationality,United Kingdom
5c5cad3e4ee81200018eafe2,demographics,sex,Female
5c5cad3e4ee81200018eafe2,demographics,student,No
5c5cad3e4ee81200018eafe2,results,averageAccuracy,0.6004522065236352
5dcaca406f3f1679d7a65c67,feedback,How helpful is the “individual selection” of points feature?,4
5dcaca406f3f1679d7a65c67,feedback,How helpful is the rectangle selection feature?,4
5dcaca406f3f1679d7a65c67,feedback,How helpful is the paintbrush feature?,5
5dcaca406f3f1679d7a65c67,feedback,How easy was the prediction interface to use?,5
5dcaca406f3f1679d7a65c67,feedback,How accurate did you find the predictions?,3
5dcaca406f3f1679d7a65c67,feedback,How helpful did you find the predictions?,5
5dcaca406f3f1679d7a65c67,feedback,Do you prefer user-driven or computer supported selections?,5
5dcaca406f3f1679d7a65c67,feedback,How experienced are you with scatterplots?,4
5dcaca406f3f1679d7a65c67,feedback,How experienced are you with statistics?,4
5dcaca406f3f1679d7a65c67,demographics,birthCountry,United States
5dcaca406f3f1679d7a65c67,demographics,employment,Full-Time
5dcaca406f3f1679d7a65c67,demographics,nationality,United States
5dcaca406f3f1679d7a65c67,demographics,sex,Female
5dcaca406f3f1679d7a65c67,demographics,student,Yes
5dcaca406f3f1679d7a65c67,results,averageAccuracy,0.8645800627943486
5e81041375b8e47f1bdf2aa4,feedback,How helpful is the “individual selection” of points feature?,5
5e81041375b8e47f1bdf2aa4,feedback,How helpful is the rectangle selection feature?,5
5e81041375b8e47f1bdf2aa4,feedback,How helpful is the paintbrush feature?,5
5e81041375b8e47f1bdf2aa4,feedback,How easy was the prediction interface to use?,5
5e81041375b8e47f1bdf2aa4,feedback,How accurate did you find the predictions?,5
5e81041375b8e47f1bdf2aa4,feedback,How helpful did you find the predictions?,5
5e81041375b8e47f1bdf2aa4,feedback,Do you prefer user-driven or computer supported selections?,2
5e81041375b8e47f1bdf2aa4,feedback,How experienced are you with scatterplots?,1
5e81041375b8e47f1bdf2aa4,feedback,How experienced are you with statistics?,2
5e81041375b8e47f1bdf2aa4,demographics,birthCountry,Latvia
5e81041375b8e47f1bdf2aa4,demographics,employment,Full-Time
5e81041375b8e47f1bdf2aa4,demographics,nationality,Latvia
5e81041375b8e47f1bdf2aa4,demographics,sex,Female
5e81041375b8e47f1bdf2aa4,demographics,student,No
5e81041375b8e47f1bdf2aa4,results,averageAccuracy,0.401235160730959
59b536d60516f6000197c3f9,feedback,How helpful is the “individual selection” of points feature?,1
59b536d60516f6000197c3f9,feedback,How helpful is the rectangle selection feature?,2
59b536d60516f6000197c3f9,feedback,How helpful is the paintbrush feature?,5
59b536d60516f6000197c3f9,feedback,How easy was the prediction interface to use?,5
59b536d60516f6000197c3f9,feedback,How accurate did you find the predictions?,4
59b536d60516f6000197c3f9,feedback,How helpful did you find the predictions?,4
59b536d60516f6000197c3f9,feedback,Do you prefer user-driven or computer supported selections?,2
59b536d60516f6000197c3f9,feedback,How experienced are you with scatterplots?,2
59b536d60516f6000197c3f9,feedback,How experienced are you with statistics?,3
59b536d60516f6000197c3f9,demographics,birthCountry,Finland
59b536d60516f6000197c3f9,demographics,employment,Unemployed (and job seeking)
59b536d60516f6000197c3f9,demographics,nationality,Finland
59b536d60516f6000197c3f9,demographics,sex,Male
59b536d60516f6000197c3f9,demographics,student,Yes
59b536d60516f6000197c3f9,results,averageAccuracy,0.8972535937451905
5d4602322f66d0001a1208c7,feedback,How helpful is the “individual selection” of points feature?,2
5d4602322f66d0001a1208c7,feedback,How helpful is the rectangle selection feature?,4
5d4602322f66d0001a1208c7,feedback,How helpful is the paintbrush feature?,5
5d4602322f66d0001a1208c7,feedback,How easy was the prediction interface to use?,5
5d4602322f66d0001a1208c7,feedback,How accurate did you find the predictions?,4
5d4602322f66d0001a1208c7,feedback,How helpful did you find the predictions?,4
5d4602322f66d0001a1208c7,feedback,Do you prefer user-driven or computer supported selections?,2
5d4602322f66d0001a1208c7,feedback,How experienced are you with scatterplots?,2
5d4602322f66d0001a1208c7,feedback,How experienced are you with statistics?,1
5d4602322f66d0001a1208c7,demographics,birthCountry,United States
5d4602322f66d0001a1208c7,demographics,employment,Full-Time
5d4602322f66d0001a1208c7,demographics,nationality,United States
5d4602322f66d0001a1208c7,demographics,sex,Male
5d4602322f66d0001a1208c7,demographics,student,No
5d4602322f66d0001a1208c7,results,averageAccuracy,0.7759419152276295
5dcc8459bfb31a920381996e,feedback,How helpful is the “individual selection” of points feature?,1
5dcc8459bfb31a920381996e,feedback,How helpful is the rectangle selection feature?,3
5dcc8459bfb31a920381996e,feedback,How helpful is the paintbrush feature?,5
5dcc8459bfb31a920381996e,feedback,How easy was the prediction interface to use?,5
5dcc8459bfb31a920381996e,feedback,How accurate did you find the predictions?,4
5dcc8459bfb31a920381996e,feedback,How helpful did you find the predictions?,5
5dcc8459bfb31a920381996e,feedback,Do you prefer user-driven or computer supported selections?,5
5dcc8459bfb31a920381996e,feedback,How experienced are you with scatterplots?,4
5dcc8459bfb31a920381996e,feedback,How experienced are you with statistics?,4
5dcc8459bfb31a920381996e,demographics,birthCountry,Germany
5dcc8459bfb31a920381996e,demographics,employment,Part-Time
5dcc8459bfb31a920381996e,demographics,nationality,Germany
5dcc8459bfb31a920381996e,demographics,sex,Male
5dcc8459bfb31a920381996e,demographics,student,Yes
5dcc8459bfb31a920381996e,results,averageAccuracy,0.894795918367347
5eb30ae9bb223e0e176edecd,feedback,How helpful is the “individual selection” of points feature?,5
5eb30ae9bb223e0e176edecd,feedback,How helpful is the rectangle selection feature?,3
5eb30ae9bb223e0e176edecd,feedback,How helpful is the paintbrush feature?,5
5eb30ae9bb223e0e176edecd,feedback,How easy was the prediction interface to use?,5
5eb30ae9bb223e0e176edecd,feedback,How accurate did you find the predictions?,5
5eb30ae9bb223e0e176edecd,feedback,How helpful did you find the predictions?,5
5eb30ae9bb223e0e176edecd,feedback,Do you prefer user-driven or computer supported selections?,2
5eb30ae9bb223e0e176edecd,feedback,How experienced are you with scatterplots?,3
5eb30ae9bb223e0e176edecd,feedback,How experienced are you with statistics?,3
5eb30ae9bb223e0e176edecd,demographics,birthCountry,Germany
5eb30ae9bb223e0e176edecd,demographics,employment,Full-Time
5eb30ae9bb223e0e176edecd,demographics,nationality,United Kingdom
5eb30ae9bb223e0e176edecd,demographics,sex,Female
5eb30ae9bb223e0e176edecd,demographics,student,No
5eb30ae9bb223e0e176edecd,results,averageAccuracy,0.8158205589928279
5f3e6467a097d9057137d439,feedback,How helpful is the “individual selection” of points feature?,4
5f3e6467a097d9057137d439,feedback,How helpful is the rectangle selection feature?,3
5f3e6467a097d9057137d439,feedback,How helpful is the paintbrush feature?,5
5f3e6467a097d9057137d439,feedback,How easy was the prediction interface to use?,5
5f3e6467a097d9057137d439,feedback,How accurate did you find the predictions?,3
5f3e6467a097d9057137d439,feedback,How helpful did you find the predictions?,3
5f3e6467a097d9057137d439,feedback,Do you prefer user-driven or computer supported selections?,1
5f3e6467a097d9057137d439,feedback,How experienced are you with scatterplots?,1
5f3e6467a097d9057137d439,feedback,How experienced are you with statistics?,1
5f3e6467a097d9057137d439,demographics,birthCountry,United Kingdom
5f3e6467a097d9057137d439,demographics,employment,
5f3e6467a097d9057137d439,demographics,nationality,United Kingdom
5f3e6467a097d9057137d439,demographics,sex,Male
5f3e6467a097d9057137d439,demographics,student,No
5f3e6467a097d9057137d439,results,averageAccuracy,0.350167177982304
5d0e2a06facd7500197a46e3,feedback,How helpful is the “individual selection” of points feature?,4
5d0e2a06facd7500197a46e3,feedback,How helpful is the rectangle selection feature?,2
5d0e2a06facd7500197a46e3,feedback,How helpful is the paintbrush feature?,5
5d0e2a06facd7500197a46e3,feedback,How easy was the prediction interface to use?,5
5d0e2a06facd7500197a46e3,feedback,How accurate did you find the predictions?,5
5d0e2a06facd7500197a46e3,feedback,How helpful did you find the predictions?,5
5d0e2a06facd7500197a46e3,feedback,Do you prefer user-driven or computer supported selections?,4
5d0e2a06facd7500197a46e3,feedback,How experienced are you with scatterplots?,2
5d0e2a06facd7500197a46e3,feedback,How experienced are you with statistics?,2
5d0e2a06facd7500197a46e3,demographics,birthCountry,United States
5d0e2a06facd7500197a46e3,demographics,employment,Unemployed (and job seeking)
5d0e2a06facd7500197a46e3,demographics,nationality,United States
5d0e2a06facd7500197a46e3,demographics,sex,Male
5d0e2a06facd7500197a46e3,demographics,student,No
5d0e2a06facd7500197a46e3,results,averageAccuracy,0.7994884877027734
5e2926d80beb030ede110e67,feedback,How helpful is the “individual selection” of points feature?,5
5e2926d80beb030ede110e67,feedback,How helpful is the rectangle selection feature?,1
5e2926d80beb030ede110e67,feedback,How helpful is the paintbrush feature?,1
5e2926d80beb030ede110e67,feedback,How easy was the prediction interface to use?,1
5e2926d80beb030ede110e67,feedback,How accurate did you find the predictions?,1
5e2926d80beb030ede110e67,feedback,How helpful did you find the predictions?,1
5e2926d80beb030ede110e67,feedback,Do you prefer user-driven or computer supported selections?,1
5e2926d80beb030ede110e67,feedback,How experienced are you with scatterplots?,1
5e2926d80beb030ede110e67,feedback,How experienced are you with statistics?,2
5e2926d80beb030ede110e67,demographics,birthCountry,United States
5e2926d80beb030ede110e67,demographics,employment,Part-Time
5e2926d80beb030ede110e67,demographics,nationality,United States
5e2926d80beb030ede110e67,demographics,sex,Female
5e2926d80beb030ede110e67,demographics,student,No
5e2926d80beb030ede110e67,results,averageAccuracy,0.7819629774986918
5e5f992a9efbca000beac9df,feedback,How helpful is the “individual selection” of points feature?,3
5e5f992a9efbca000beac9df,feedback,How helpful is the rectangle selection feature?,1
5e5f992a9efbca000beac9df,feedback,How helpful is the paintbrush feature?,5
5e5f992a9efbca000beac9df,feedback,How easy was the prediction interface to use?,4
5e5f992a9efbca000beac9df,feedback,How accurate did you find the predictions?,3
5e5f992a9efbca000beac9df,feedback,How helpful did you find the predictions?,4
5e5f992a9efbca000beac9df,feedback,Do you prefer user-driven or computer supported selections?,2
5e5f992a9efbca000beac9df,feedback,How experienced are you with scatterplots?,3
5e5f992a9efbca000beac9df,feedback,How experienced are you with statistics?,4
5e5f992a9efbca000beac9df,demographics,birthCountry,Romania
5e5f992a9efbca000beac9df,demographics,employment,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5e5f992a9efbca000beac9df,demographics,nationality,Romania
5e5f992a9efbca000beac9df,demographics,sex,Male
5e5f992a9efbca000beac9df,demographics,student,Yes
5e5f992a9efbca000beac9df,results,averageAccuracy,0.8309114508274172
5f39c9babf015058a8ff7aa4,feedback,How helpful is the “individual selection” of points feature?,5
5f39c9babf015058a8ff7aa4,feedback,How helpful is the rectangle selection feature?,1
5f39c9babf015058a8ff7aa4,feedback,How helpful is the paintbrush feature?,4
5f39c9babf015058a8ff7aa4,feedback,How easy was the prediction interface to use?,4
5f39c9babf015058a8ff7aa4,feedback,How accurate did you find the predictions?,3
5f39c9babf015058a8ff7aa4,feedback,How helpful did you find the predictions?,2
5f39c9babf015058a8ff7aa4,feedback,Do you prefer user-driven or computer supported selections?,1
5f39c9babf015058a8ff7aa4,feedback,How experienced are you with scatterplots?,5
5f39c9babf015058a8ff7aa4,feedback,How experienced are you with statistics?,5
5f39c9babf015058a8ff7aa4,demographics,birthCountry,United States
5f39c9babf015058a8ff7aa4,demographics,employment,Full-Time
5f39c9babf015058a8ff7aa4,demographics,nationality,United States
5f39c9babf015058a8ff7aa4,demographics,sex,Female
5f39c9babf015058a8ff7aa4,demographics,student,No
5f39c9babf015058a8ff7aa4,results,averageAccuracy,0.7794557823129251
5d45b2f832ed2d0001268079,feedback,How helpful is the “individual selection” of points feature?,1
5d45b2f832ed2d0001268079,feedback,How helpful is the rectangle selection feature?,3
5d45b2f832ed2d0001268079,feedback,How helpful is the paintbrush feature?,5
5d45b2f832ed2d0001268079,feedback,How easy was the prediction interface to use?,5
5d45b2f832ed2d0001268079,feedback,How accurate did you find the predictions?,4
5d45b2f832ed2d0001268079,feedback,How helpful did you find the predictions?,5
5d45b2f832ed2d0001268079,feedback,Do you prefer user-driven or computer supported selections?,4
5d45b2f832ed2d0001268079,feedback,How experienced are you with scatterplots?,4
5d45b2f832ed2d0001268079,feedback,How experienced are you with statistics?,4
5d45b2f832ed2d0001268079,demographics,birthCountry,Portugal
5d45b2f832ed2d0001268079,demographics,employment,Other
5d45b2f832ed2d0001268079,demographics,nationality,Portugal
5d45b2f832ed2d0001268079,demographics,sex,Male
5d45b2f832ed2d0001268079,demographics,student,Yes
5d45b2f832ed2d0001268079,results,averageAccuracy,0.7285810876074567
5e8527c70312bf11154fb3db,feedback,How helpful is the “individual selection” of points feature?,1
5e8527c70312bf11154fb3db,feedback,How helpful is the rectangle selection feature?,3
5e8527c70312bf11154fb3db,feedback,How helpful is the paintbrush feature?,5
5e8527c70312bf11154fb3db,feedback,How easy was the prediction interface to use?,3
5e8527c70312bf11154fb3db,feedback,How accurate did you find the predictions?,3
5e8527c70312bf11154fb3db,feedback,How helpful did you find the predictions?,4
5e8527c70312bf11154fb3db,feedback,Do you prefer user-driven or computer supported selections?,3
5e8527c70312bf11154fb3db,feedback,How experienced are you with scatterplots?,2
5e8527c70312bf11154fb3db,feedback,How experienced are you with statistics?,3
5e8527c70312bf11154fb3db,demographics,birthCountry,Poland
5e8527c70312bf11154fb3db,demographics,employment,Other
5e8527c70312bf11154fb3db,demographics,nationality,Poland
5e8527c70312bf11154fb3db,demographics,sex,Male
5e8527c70312bf11154fb3db,demographics,student,Yes
5e8527c70312bf11154fb3db,results,averageAccuracy,0.6951257021027034
5e8783c0890e930b54f7d348,feedback,How helpful is the “individual selection” of points feature?,1
5e8783c0890e930b54f7d348,feedback,How helpful is the rectangle selection feature?,1
5e8783c0890e930b54f7d348,feedback,How helpful is the paintbrush feature?,4
5e8783c0890e930b54f7d348,feedback,How easy was the prediction interface to use?,5
5e8783c0890e930b54f7d348,feedback,How accurate did you find the predictions?,5
5e8783c0890e930b54f7d348,feedback,How helpful did you find the predictions?,5
5e8783c0890e930b54f7d348,feedback,Do you prefer user-driven or computer supported selections?,4
5e8783c0890e930b54f7d348,feedback,How experienced are you with scatterplots?,4
5e8783c0890e930b54f7d348,feedback,How experienced are you with statistics?,4
5e8783c0890e930b54f7d348,demographics,birthCountry,Italy
5e8783c0890e930b54f7d348,demographics,employment,Unemployed (and job seeking)
5e8783c0890e930b54f7d348,demographics,nationality,Italy
5e8783c0890e930b54f7d348,demographics,sex,Female
5e8783c0890e930b54f7d348,demographics,student,Yes
5e8783c0890e930b54f7d348,results,averageAccuracy,0.7655570619856334
5e8ecc2ccd40fa1876aa7c23,feedback,How helpful is the “individual selection” of points feature?,1
5e8ecc2ccd40fa1876aa7c23,feedback,How helpful is the rectangle selection feature?,3
5e8ecc2ccd40fa1876aa7c23,feedback,How helpful is the paintbrush feature?,5
5e8ecc2ccd40fa1876aa7c23,feedback,How easy was the prediction interface to use?,5
5e8ecc2ccd40fa1876aa7c23,feedback,How accurate did you find the predictions?,4
5e8ecc2ccd40fa1876aa7c23,feedback,How helpful did you find the predictions?,5
5e8ecc2ccd40fa1876aa7c23,feedback,Do you prefer user-driven or computer supported selections?,4
5e8ecc2ccd40fa1876aa7c23,feedback,How experienced are you with scatterplots?,1
5e8ecc2ccd40fa1876aa7c23,feedback,How experienced are you with statistics?,2
5e8ecc2ccd40fa1876aa7c23,demographics,birthCountry,Estonia
5e8ecc2ccd40fa1876aa7c23,demographics,employment,Full-Time
5e8ecc2ccd40fa1876aa7c23,demographics,nationality,Estonia
5e8ecc2ccd40fa1876aa7c23,demographics,sex,Male
5e8ecc2ccd40fa1876aa7c23,demographics,student,No
5e8ecc2ccd40fa1876aa7c23,results,averageAccuracy,0.764636239111029
5f3d8f6c01b29417f5676e1a,feedback,How helpful is the “individual selection” of points feature?,4
5f3d8f6c01b29417f5676e1a,feedback,How helpful is the rectangle selection feature?,2
5f3d8f6c01b29417f5676e1a,feedback,How helpful is the paintbrush feature?,5
5f3d8f6c01b29417f5676e1a,feedback,How easy was the prediction interface to use?,5
5f3d8f6c01b29417f5676e1a,feedback,How accurate did you find the predictions?,4
5f3d8f6c01b29417f5676e1a,feedback,How helpful did you find the predictions?,4
5f3d8f6c01b29417f5676e1a,feedback,Do you prefer user-driven or computer supported selections?,4
